"","mean","sd","2.5%","97.5%"
"q_mu",0.0283499926715644,0.00462645399107638,0.0199942459457146,0.038443321814987
"T0_mu",4.59447389768786,1.14983173510615,2.09212017141381,6.81870227016496
"Tm_mu",32.1414602590445,1.14080525829852,30.3270543366211,34.9623479247326
