temperature,individual,week,country,egg_masses,size,weeks_survived,dead,population_id,experiment_id,snail_id
12,2343,5,Senegal,0,4.6,7,0,2,5,189
12,2343,6,Senegal,0,4.7,7,0,2,5,189
12,2343,7,Senegal,0,4.7,7,0,2,5,189
12,2347,3,Senegal,0,4.6,3,0,2,5,190
12,2348,2,Senegal,0,4.6,14,0,2,5,191
12,2348,3,Senegal,0,4.7,14,0,2,5,191
12,2348,4,Senegal,0,4.7,14,0,2,5,191
12,2348,5,Senegal,0,4.9,14,0,2,5,191
12,2348,6,Senegal,1,4.8,14,0,2,5,191
12,2348,7,Senegal,0,5.1,14,0,2,5,191
12,2348,8,Senegal,1,5.1,14,0,2,5,191
12,2348,9,Senegal,0,5.2,14,0,2,5,191
12,2348,10,Senegal,1,5.2,14,0,2,5,191
12,2348,11,Senegal,0,5.3,14,0,2,5,191
12,2348,12,Senegal,1,5.4,14,0,2,5,191
12,2348,13,Senegal,0,5.4,14,0,2,5,191
12,2348,14,Senegal,0,5.5,14,0,2,5,191
12,2349,2,Senegal,0,5,14,0,2,5,192
12,2349,3,Senegal,0,5,14,0,2,5,192
12,2349,4,Senegal,0,5,14,0,2,5,192
12,2349,5,Senegal,0,5,14,0,2,5,192
12,2349,6,Senegal,1,5.1,14,0,2,5,192
12,2349,7,Senegal,0,5.1,14,0,2,5,192
12,2349,8,Senegal,0,5.2,14,0,2,5,192
12,2349,9,Senegal,0,5.3,14,0,2,5,192
12,2349,10,Senegal,0,5.3,14,0,2,5,192
12,2349,11,Senegal,1,5.3,14,0,2,5,192
12,2349,12,Senegal,0,5.3,14,0,2,5,192
12,2349,13,Senegal,1,5.3,14,0,2,5,192
12,2349,14,Senegal,1,5.3,14,0,2,5,192
12,2521,2,Senegal,0,4.9,14,0,2,5,193
12,2521,3,Senegal,0,4.9,14,0,2,5,193
12,2521,4,Senegal,0,5,14,0,2,5,193
12,2521,5,Senegal,0,5.4,14,0,2,5,193
12,2521,6,Senegal,1,5.7,14,0,2,5,193
12,2521,7,Senegal,0,5.8,14,0,2,5,193
12,2521,8,Senegal,1,5.9,14,0,2,5,193
12,2521,9,Senegal,0,5.9,14,0,2,5,193
12,2521,10,Senegal,1,5.9,14,0,2,5,193
12,2521,11,Senegal,1,6,14,0,2,5,193
12,2521,12,Senegal,0,6.3,14,0,2,5,193
12,2521,13,Senegal,1,6.3,14,0,2,5,193
12,2521,14,Senegal,0,6.4,14,0,2,5,193
12,2522,2,Senegal,0,4.6,14,0,2,5,194
12,2522,3,Senegal,0,4.8,14,0,2,5,194
12,2522,4,Senegal,0,5,14,0,2,5,194
12,2522,5,Senegal,0,5.4,14,0,2,5,194
12,2522,6,Senegal,0,5.8,14,0,2,5,194
12,2522,7,Senegal,0,5.5,14,0,2,5,194
12,2522,8,Senegal,0,5.7,14,0,2,5,194
12,2522,9,Senegal,0,6,14,0,2,5,194
12,2522,10,Senegal,0,6.1,14,0,2,5,194
12,2522,11,Senegal,1,6,14,0,2,5,194
12,2522,12,Senegal,0,6.1,14,0,2,5,194
12,2522,13,Senegal,1,6.2,14,0,2,5,194
12,2522,14,Senegal,0,6.3,14,0,2,5,194
12,2523,2,Senegal,0,5,14,0,2,5,195
12,2523,3,Senegal,0,5,14,0,2,5,195
12,2523,4,Senegal,0,5.2,14,0,2,5,195
12,2523,5,Senegal,1,5.2,14,0,2,5,195
12,2523,6,Senegal,0,5.7,14,0,2,5,195
12,2523,7,Senegal,1,5.8,14,0,2,5,195
12,2523,8,Senegal,0,5.8,14,0,2,5,195
12,2523,9,Senegal,0,6.2,14,0,2,5,195
12,2523,10,Senegal,0,6.2,14,0,2,5,195
12,2523,11,Senegal,1,6.2,14,0,2,5,195
12,2523,12,Senegal,0,6.3,14,0,2,5,195
12,2523,13,Senegal,1,6.3,14,0,2,5,195
12,2523,14,Senegal,0,6.5,14,0,2,5,195
12,2527,2,Senegal,0,5,3,1,2,5,196
12,2527,3,Senegal,0,5.1,3,1,2,5,196
12,2528,2,Senegal,0,4.9,11,0,2,5,197
12,2528,3,Senegal,0,5,11,0,2,5,197
12,2528,4,Senegal,0,5,11,0,2,5,197
12,2528,5,Senegal,0,5.2,11,0,2,5,197
12,2528,6,Senegal,0,5.1,11,0,2,5,197
12,2528,7,Senegal,1,5.2,11,0,2,5,197
12,2528,8,Senegal,0,5.3,11,0,2,5,197
12,2528,9,Senegal,1,5.6,11,0,2,5,197
12,2528,10,Senegal,0,5.6,11,0,2,5,197
12,2528,11,Senegal,1,5.7,11,0,2,5,197
12,2529,2,Senegal,0,6.1,14,0,2,5,198
12,2529,3,Senegal,0,6.2,14,0,2,5,198
12,2529,4,Senegal,0,6.5,14,0,2,5,198
12,2529,5,Senegal,1,6.3,14,0,2,5,198
12,2529,6,Senegal,0,6.5,14,0,2,5,198
12,2529,7,Senegal,0,6.4,14,0,2,5,198
12,2529,8,Senegal,1,6.5,14,0,2,5,198
12,2529,9,Senegal,1,6.8,14,0,2,5,198
12,2529,10,Senegal,0,6.6,14,0,2,5,198
12,2529,11,Senegal,1,6.8,14,0,2,5,198
12,2529,12,Senegal,0,6.7,14,0,2,5,198
12,2529,13,Senegal,1,6.8,14,0,2,5,198
12,2529,14,Senegal,0,6.8,14,0,2,5,198
12,2649,2,Senegal,0,5.2,14,0,2,5,199
12,2649,3,Senegal,0,5.3,14,0,2,5,199
12,2649,4,Senegal,0,5.2,14,0,2,5,199
12,2649,5,Senegal,0,5.2,14,0,2,5,199
12,2649,6,Senegal,0,5.3,14,0,2,5,199
12,2649,7,Senegal,0,5.3,14,0,2,5,199
12,2649,8,Senegal,0,5.5,14,0,2,5,199
12,2649,9,Senegal,0,5.4,14,0,2,5,199
12,2649,10,Senegal,0,5.5,14,0,2,5,199
12,2649,11,Senegal,0,5.5,14,0,2,5,199
12,2649,12,Senegal,0,5.4,14,0,2,5,199
12,2649,13,Senegal,0,5.4,14,0,2,5,199
12,2649,14,Senegal,0,5.4,14,0,2,5,199
12,2650,3,Senegal,0,4.6,7,0,2,5,200
12,2650,4,Senegal,0,4.6,7,0,2,5,200
12,2650,5,Senegal,0,4.7,7,0,2,5,200
12,2650,6,Senegal,0,4.9,7,0,2,5,200
12,2650,7,Senegal,0,4.9,7,0,2,5,200
12,2651,2,Senegal,0,4.8,14,0,2,5,201
12,2651,3,Senegal,0,5.1,14,0,2,5,201
12,2651,4,Senegal,0,4.9,14,0,2,5,201
12,2651,5,Senegal,0,4.9,14,0,2,5,201
12,2651,6,Senegal,0,5.1,14,0,2,5,201
12,2651,7,Senegal,0,5.1,14,0,2,5,201
12,2651,8,Senegal,0,5.2,14,0,2,5,201
12,2651,9,Senegal,0,5.2,14,0,2,5,201
12,2651,10,Senegal,0,5.2,14,0,2,5,201
12,2651,11,Senegal,0,5.4,14,0,2,5,201
12,2651,12,Senegal,0,5.3,14,0,2,5,201
12,2651,13,Senegal,0,5.3,14,0,2,5,201
12,2651,14,Senegal,0,5.3,14,0,2,5,201
12,2655,2,Senegal,0,5.6,6,0,2,5,202
12,2655,3,Senegal,0,5.5,6,0,2,5,202
12,2655,4,Senegal,0,5.5,6,0,2,5,202
12,2655,5,Senegal,0,5.5,6,0,2,5,202
12,2655,6,Senegal,0,5.5,6,0,2,5,202
12,2656,9,Senegal,0,4.6,14,0,2,5,203
12,2656,10,Senegal,0,4.6,14,0,2,5,203
12,2656,11,Senegal,0,4.6,14,0,2,5,203
12,2656,12,Senegal,0,4.6,14,0,2,5,203
12,2656,13,Senegal,1,4.7,14,0,2,5,203
12,2656,14,Senegal,0,4.7,14,0,2,5,203
12,2657,2,Senegal,0,4.9,14,0,2,5,204
12,2657,3,Senegal,0,5.3,14,0,2,5,204
12,2657,4,Senegal,0,5.1,14,0,2,5,204
12,2657,5,Senegal,0,5.4,14,0,2,5,204
12,2657,6,Senegal,0,5.4,14,0,2,5,204
12,2657,7,Senegal,0,5.4,14,0,2,5,204
12,2657,8,Senegal,0,5.5,14,0,2,5,204
12,2657,9,Senegal,0,5.6,14,0,2,5,204
12,2657,10,Senegal,0,5.6,14,0,2,5,204
12,2657,11,Senegal,0,5.7,14,0,2,5,204
12,2657,12,Senegal,0,5.7,14,0,2,5,204
12,2657,13,Senegal,0,5.6,14,0,2,5,204
12,2657,14,Senegal,0,5.9,14,0,2,5,204
12,85,2,Zimbabwe,1,5.7,14,0,3,6,205
12,85,3,Zimbabwe,1,5.7,14,0,3,6,205
12,85,4,Zimbabwe,0,6.1,14,0,3,6,205
12,85,5,Zimbabwe,1,6.2,14,0,3,6,205
12,85,6,Zimbabwe,0,6.1,14,0,3,6,205
12,85,7,Zimbabwe,1,6.1,14,0,3,6,205
12,85,8,Zimbabwe,0,6.2,14,0,3,6,205
12,85,9,Zimbabwe,1,6.2,14,0,3,6,205
12,85,10,Zimbabwe,1,6.3,14,0,3,6,205
12,85,11,Zimbabwe,0,6.4,14,0,3,6,205
12,85,12,Zimbabwe,1,6.4,14,0,3,6,205
12,85,13,Zimbabwe,1,6.5,14,0,3,6,205
12,85,14,Zimbabwe,0,6.4,14,0,3,6,205
12,90,9,Zimbabwe,0,4.7,14,0,3,6,206
12,90,10,Zimbabwe,0,4.8,14,0,3,6,206
12,90,11,Zimbabwe,0,4.9,14,0,3,6,206
12,90,12,Zimbabwe,0,5,14,0,3,6,206
12,90,13,Zimbabwe,0,5.1,14,0,3,6,206
12,90,14,Zimbabwe,0,5.1,14,0,3,6,206
12,337,3,Zimbabwe,1,4.8,14,0,3,6,207
12,337,4,Zimbabwe,0,4.7,14,0,3,6,207
12,337,5,Zimbabwe,1,5,14,0,3,6,207
12,337,6,Zimbabwe,0,5.3,14,0,3,6,207
12,337,7,Zimbabwe,0,5.3,14,0,3,6,207
12,337,8,Zimbabwe,1,5.3,14,0,3,6,207
12,337,9,Zimbabwe,0,5.3,14,0,3,6,207
12,337,10,Zimbabwe,1,5.3,14,0,3,6,207
12,337,11,Zimbabwe,0,5.4,14,0,3,6,207
12,337,12,Zimbabwe,0,5.5,14,0,3,6,207
12,337,13,Zimbabwe,1,5.3,14,0,3,6,207
12,337,14,Zimbabwe,1,5.4,14,0,3,6,207
12,341,14,Zimbabwe,0,4.6,14,0,3,6,208
12,342,3,Zimbabwe,0,4.6,14,0,3,6,209
12,342,4,Zimbabwe,0,4.7,14,0,3,6,209
12,342,5,Zimbabwe,0,4.6,14,0,3,6,209
12,342,6,Zimbabwe,0,4.7,14,0,3,6,209
12,342,7,Zimbabwe,0,4.6,14,0,3,6,209
12,342,8,Zimbabwe,0,4.6,14,0,3,6,209
12,342,9,Zimbabwe,0,4.8,14,0,3,6,209
12,342,10,Zimbabwe,0,4.6,14,0,3,6,209
12,342,11,Zimbabwe,0,4.7,14,0,3,6,209
12,342,12,Zimbabwe,0,4.8,14,0,3,6,209
12,342,13,Zimbabwe,0,4.7,14,0,3,6,209
12,342,14,Zimbabwe,0,4.8,14,0,3,6,209
12,590,5,Zimbabwe,1,4.7,14,0,3,6,210
12,590,6,Zimbabwe,0,4.7,14,0,3,6,210
12,590,7,Zimbabwe,1,4.7,14,0,3,6,210
12,590,8,Zimbabwe,0,4.7,14,0,3,6,210
12,590,9,Zimbabwe,1,4.8,14,0,3,6,210
12,590,10,Zimbabwe,0,4.8,14,0,3,6,210
12,590,11,Zimbabwe,0,4.8,14,0,3,6,210
12,590,12,Zimbabwe,1,4.9,14,0,3,6,210
12,590,13,Zimbabwe,0,4.9,14,0,3,6,210
12,590,14,Zimbabwe,0,4.9,14,0,3,6,210
12,591,2,Zimbabwe,1,6.2,14,0,3,6,211
12,591,3,Zimbabwe,2,5.8,14,0,3,6,211
12,591,4,Zimbabwe,1,6.1,14,0,3,6,211
12,591,5,Zimbabwe,1,6.2,14,0,3,6,211
12,591,6,Zimbabwe,1,6.2,14,0,3,6,211
12,591,7,Zimbabwe,0,6.3,14,0,3,6,211
12,591,8,Zimbabwe,1,6.3,14,0,3,6,211
12,591,9,Zimbabwe,0,6.3,14,0,3,6,211
12,591,10,Zimbabwe,0,6.3,14,0,3,6,211
12,591,11,Zimbabwe,0,6.3,14,0,3,6,211
12,591,12,Zimbabwe,0,6.6,14,0,3,6,211
12,591,13,Zimbabwe,0,6.2,14,0,3,6,211
12,591,14,Zimbabwe,0,6.2,14,0,3,6,211
12,592,13,Zimbabwe,0,4.6,14,0,3,6,212
12,592,14,Zimbabwe,0,4.7,14,0,3,6,212
12,594,2,Zimbabwe,1,5.2,14,0,3,6,213
12,594,3,Zimbabwe,1,5.8,14,0,3,6,213
12,594,4,Zimbabwe,0,5.7,14,0,3,6,213
12,594,5,Zimbabwe,0,5.9,14,0,3,6,213
12,594,6,Zimbabwe,1,6.1,14,0,3,6,213
12,594,7,Zimbabwe,0,6.1,14,0,3,6,213
12,594,8,Zimbabwe,0,5.8,14,0,3,6,213
12,594,9,Zimbabwe,0,6,14,0,3,6,213
12,594,10,Zimbabwe,1,5.9,14,0,3,6,213
12,594,11,Zimbabwe,0,6,14,0,3,6,213
12,594,12,Zimbabwe,1,6.1,14,0,3,6,213
12,594,13,Zimbabwe,0,6.2,14,0,3,6,213
12,594,14,Zimbabwe,0,6.2,14,0,3,6,213
12,843,6,Zimbabwe,1,4.7,12,0,3,6,214
12,843,7,Zimbabwe,1,4.6,12,0,3,6,214
12,843,9,Zimbabwe,0,4.6,12,0,3,6,214
12,843,11,Zimbabwe,0,4.6,12,0,3,6,214
12,843,12,Zimbabwe,0,4.6,12,0,3,6,214
12,846,2,Zimbabwe,0,5,14,0,3,6,215
12,846,3,Zimbabwe,0,5,14,0,3,6,215
12,846,4,Zimbabwe,0,5.1,14,0,3,6,215
12,846,5,Zimbabwe,0,5.3,14,0,3,6,215
12,846,6,Zimbabwe,0,5.1,14,0,3,6,215
12,846,7,Zimbabwe,0,5.1,14,0,3,6,215
12,846,8,Zimbabwe,0,5,14,0,3,6,215
12,846,9,Zimbabwe,0,5.1,14,0,3,6,215
12,846,10,Zimbabwe,0,5.1,14,0,3,6,215
12,846,11,Zimbabwe,0,5.2,14,0,3,6,215
12,846,12,Zimbabwe,0,5.1,14,0,3,6,215
12,846,14,Zimbabwe,0,5.1,14,0,3,6,215
12,1597,6,Zimbabwe,1,4.7,14,0,3,6,216
12,1597,7,Zimbabwe,0,4.6,14,0,3,6,216
12,1597,8,Zimbabwe,0,4.6,14,0,3,6,216
12,1597,9,Zimbabwe,0,4.7,14,0,3,6,216
12,1597,10,Zimbabwe,0,4.6,14,0,3,6,216
12,1597,11,Zimbabwe,1,4.7,14,0,3,6,216
12,1597,12,Zimbabwe,0,4.9,14,0,3,6,216
12,1597,13,Zimbabwe,0,4.7,14,0,3,6,216
12,1597,14,Zimbabwe,0,4.6,14,0,3,6,216
12,1600,8,Zimbabwe,0,4.6,14,0,3,6,217
12,1600,10,Zimbabwe,0,4.6,14,0,3,6,217
12,1600,13,Zimbabwe,0,4.6,14,0,3,6,217
12,1600,14,Zimbabwe,0,4.6,14,0,3,6,217
12,1849,2,Zimbabwe,1,5.3,7,0,3,6,218
12,1849,3,Zimbabwe,1,5.2,7,0,3,6,218
12,1849,4,Zimbabwe,0,5.5,7,0,3,6,218
12,1849,5,Zimbabwe,0,5.4,7,0,3,6,218
12,1849,6,Zimbabwe,0,5.5,7,0,3,6,218
12,1849,7,Zimbabwe,0,5.4,7,0,3,6,218
12,1851,2,Zimbabwe,0,4.7,5,0,3,6,219
12,1851,3,Zimbabwe,0,4.6,5,0,3,6,219
12,1852,2,Zimbabwe,0,4.8,14,0,3,6,220
12,1852,3,Zimbabwe,0,4.9,14,0,3,6,220
12,1852,4,Zimbabwe,0,4.9,14,0,3,6,220
12,1852,5,Zimbabwe,0,4.8,14,0,3,6,220
12,1852,6,Zimbabwe,0,4.8,14,0,3,6,220
12,1852,7,Zimbabwe,0,5.1,14,0,3,6,220
12,1852,8,Zimbabwe,0,5.1,14,0,3,6,220
12,1852,9,Zimbabwe,0,5.1,14,0,3,6,220
12,1852,10,Zimbabwe,0,5.2,14,0,3,6,220
12,1852,11,Zimbabwe,0,5.3,14,0,3,6,220
12,1852,12,Zimbabwe,0,5.3,14,0,3,6,220
12,1852,13,Zimbabwe,0,5.4,14,0,3,6,220
12,1852,14,Zimbabwe,0,5.5,14,0,3,6,220
12,1853,2,Zimbabwe,0,4.8,14,0,3,6,221
12,1853,3,Zimbabwe,0,4.8,14,0,3,6,221
12,1853,4,Zimbabwe,0,4.9,14,0,3,6,221
12,1853,5,Zimbabwe,0,5,14,0,3,6,221
12,1853,6,Zimbabwe,0,5.2,14,0,3,6,221
12,1853,7,Zimbabwe,0,5.3,14,0,3,6,221
12,1853,8,Zimbabwe,0,5.1,14,0,3,6,221
12,1853,9,Zimbabwe,0,5.2,14,0,3,6,221
12,1853,10,Zimbabwe,0,5.3,14,0,3,6,221
12,1853,11,Zimbabwe,0,5.3,14,0,3,6,221
12,1853,12,Zimbabwe,0,5.2,14,0,3,6,221
12,1853,13,Zimbabwe,0,5.3,14,0,3,6,221
12,1853,14,Zimbabwe,0,5.3,14,0,3,6,221
12,2101,2,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,3,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,4,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,5,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,6,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,7,Zimbabwe,0,5,14,0,3,6,222
12,2101,8,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,9,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,10,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,11,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,12,Zimbabwe,0,4.9,14,0,3,6,222
12,2101,13,Zimbabwe,0,5,14,0,3,6,222
12,2101,14,Zimbabwe,1,4.9,14,0,3,6,222
12,2103,2,Zimbabwe,0,6,14,0,3,6,223
12,2103,3,Zimbabwe,0,6.1,14,0,3,6,223
12,2103,4,Zimbabwe,0,5.9,14,0,3,6,223
12,2103,5,Zimbabwe,0,5.9,14,0,3,6,223
12,2103,6,Zimbabwe,1,6,14,0,3,6,223
12,2103,7,Zimbabwe,0,6,14,0,3,6,223
12,2103,8,Zimbabwe,0,5.9,14,0,3,6,223
12,2103,9,Zimbabwe,0,5.9,14,0,3,6,223
12,2103,10,Zimbabwe,0,6,14,0,3,6,223
12,2103,11,Zimbabwe,1,6,14,0,3,6,223
12,2103,12,Zimbabwe,0,6,14,0,3,6,223
12,2103,13,Zimbabwe,1,6,14,0,3,6,223
12,2103,14,Zimbabwe,0,5.9,14,0,3,6,223
12,2104,2,Zimbabwe,0,5.4,13,0,3,6,224
12,2104,3,Zimbabwe,0,5.6,13,0,3,6,224
12,2104,4,Zimbabwe,0,5.4,13,0,3,6,224
12,2104,5,Zimbabwe,0,5.5,13,0,3,6,224
12,2104,6,Zimbabwe,0,5.5,13,0,3,6,224
12,2104,7,Zimbabwe,0,5.6,13,0,3,6,224
12,2104,8,Zimbabwe,0,5.6,13,0,3,6,224
12,2104,9,Zimbabwe,0,5.7,13,0,3,6,224
12,2104,10,Zimbabwe,0,5.6,13,0,3,6,224
12,2104,11,Zimbabwe,1,5.6,13,0,3,6,224
12,2104,12,Zimbabwe,0,5.7,13,0,3,6,224
12,2104,13,Zimbabwe,0,5.7,13,0,3,6,224
12,2353,2,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,3,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,4,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,5,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,6,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,7,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,8,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,9,Zimbabwe,0,5.4,14,0,3,6,225
12,2353,10,Zimbabwe,0,5.4,14,0,3,6,225
12,2353,11,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,12,Zimbabwe,0,5.5,14,0,3,6,225
12,2353,13,Zimbabwe,0,5.4,14,0,3,6,225
12,2353,14,Zimbabwe,0,5.5,14,0,3,6,225
12,2354,2,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,3,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,4,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,5,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,6,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,7,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,8,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,9,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,10,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,11,Zimbabwe,0,4.8,14,0,3,6,226
12,2354,12,Zimbabwe,1,4.9,14,0,3,6,226
12,2354,13,Zimbabwe,0,4.9,14,0,3,6,226
12,2354,14,Zimbabwe,1,4.8,14,0,3,6,226
12,2356,2,Zimbabwe,0,4.9,14,0,3,6,227
12,2356,3,Zimbabwe,0,5,14,0,3,6,227
12,2356,4,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,5,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,6,Zimbabwe,0,5,14,0,3,6,227
12,2356,7,Zimbabwe,0,5,14,0,3,6,227
12,2356,8,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,9,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,10,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,11,Zimbabwe,0,5,14,0,3,6,227
12,2356,12,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,13,Zimbabwe,0,5.1,14,0,3,6,227
12,2356,14,Zimbabwe,0,5.2,14,0,3,6,227
12,2357,2,Zimbabwe,0,4.7,14,0,3,6,228
12,2357,3,Zimbabwe,0,4.7,14,0,3,6,228
12,2357,4,Zimbabwe,0,4.6,14,0,3,6,228
12,2357,5,Zimbabwe,0,4.7,14,0,3,6,228
12,2357,6,Zimbabwe,0,4.6,14,0,3,6,228
12,2357,7,Zimbabwe,0,4.6,14,0,3,6,228
12,2357,8,Zimbabwe,0,4.6,14,0,3,6,228
12,2357,9,Zimbabwe,0,4.7,14,0,3,6,228
12,2357,10,Zimbabwe,0,4.8,14,0,3,6,228
12,2357,11,Zimbabwe,0,4.6,14,0,3,6,228
12,2357,12,Zimbabwe,0,4.7,14,0,3,6,228
12,2357,13,Zimbabwe,0,4.7,14,0,3,6,228
12,2357,14,Zimbabwe,0,4.6,14,0,3,6,228
12,2358,2,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,3,Zimbabwe,0,5.2,14,0,3,6,229
12,2358,4,Zimbabwe,0,5.2,14,0,3,6,229
12,2358,5,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,6,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,7,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,8,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,9,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,10,Zimbabwe,0,5.1,14,0,3,6,229
12,2358,11,Zimbabwe,0,5.2,14,0,3,6,229
12,2358,12,Zimbabwe,0,5.2,14,0,3,6,229
12,2358,13,Zimbabwe,0,5.2,14,0,3,6,229
12,2358,14,Zimbabwe,0,5.3,14,0,3,6,229
12,2533,4,Zimbabwe,1,4.6,12,0,3,6,230
12,2533,5,Zimbabwe,0,4.7,12,0,3,6,230
12,2533,11,Zimbabwe,0,4.7,12,0,3,6,230
12,2533,12,Zimbabwe,0,4.6,12,0,3,6,230
12,2534,7,Zimbabwe,0,4.6,14,0,3,6,231
12,2534,8,Zimbabwe,0,4.6,14,0,3,6,231
12,2534,10,Zimbabwe,1,4.7,14,0,3,6,231
12,2534,11,Zimbabwe,0,4.8,14,0,3,6,231
12,2534,12,Zimbabwe,0,4.7,14,0,3,6,231
12,2534,13,Zimbabwe,0,4.7,14,0,3,6,231
12,2534,14,Zimbabwe,0,4.7,14,0,3,6,231
12,2535,2,Zimbabwe,0,5.4,14,0,3,6,232
12,2535,3,Zimbabwe,0,5.5,14,0,3,6,232
12,2535,4,Zimbabwe,2,5.4,14,0,3,6,232
12,2535,5,Zimbabwe,0,5.2,14,0,3,6,232
12,2535,6,Zimbabwe,2,5.5,14,0,3,6,232
12,2535,7,Zimbabwe,1,5.2,14,0,3,6,232
12,2535,8,Zimbabwe,1,5.3,14,0,3,6,232
12,2535,9,Zimbabwe,0,5.5,14,0,3,6,232
12,2535,10,Zimbabwe,1,5.3,14,0,3,6,232
12,2535,11,Zimbabwe,1,5.5,14,0,3,6,232
12,2535,12,Zimbabwe,0,5.3,14,0,3,6,232
12,2535,13,Zimbabwe,0,5.4,14,0,3,6,232
12,2535,14,Zimbabwe,0,5.4,14,0,3,6,232
12,2536,4,Zimbabwe,0,4.6,12,0,3,6,233
12,2536,5,Zimbabwe,0,4.7,12,0,3,6,233
12,2536,6,Zimbabwe,0,4.9,12,0,3,6,233
12,2536,7,Zimbabwe,0,4.6,12,0,3,6,233
12,2536,8,Zimbabwe,0,4.7,12,0,3,6,233
12,2536,9,Zimbabwe,0,4.8,12,0,3,6,233
12,2536,10,Zimbabwe,0,4.8,12,0,3,6,233
12,2536,12,Zimbabwe,0,5,12,0,3,6,233
12,2537,13,Zimbabwe,0,4.6,13,0,3,6,234
12,2661,10,Zimbabwe,1,4.7,14,0,3,6,235
12,2661,11,Zimbabwe,1,4.6,14,0,3,6,235
12,2661,12,Zimbabwe,0,4.6,14,0,3,6,235
12,2661,13,Zimbabwe,0,4.6,14,0,3,6,235
12,2661,14,Zimbabwe,0,4.6,14,0,3,6,235
12,2664,2,Zimbabwe,0,4.6,14,0,3,6,236
12,2664,3,Zimbabwe,0,4.6,14,0,3,6,236
12,2664,4,Zimbabwe,0,4.6,14,0,3,6,236
12,2664,5,Zimbabwe,0,4.7,14,0,3,6,236
12,2664,6,Zimbabwe,0,4.6,14,0,3,6,236
12,2664,7,Zimbabwe,0,4.7,14,0,3,6,236
12,2664,8,Zimbabwe,0,4.7,14,0,3,6,236
12,2664,9,Zimbabwe,0,4.8,14,0,3,6,236
12,2664,10,Zimbabwe,0,4.9,14,0,3,6,236
12,2664,11,Zimbabwe,0,5,14,0,3,6,236
12,2664,12,Zimbabwe,0,5,14,0,3,6,236
12,2664,13,Zimbabwe,0,5.2,14,0,3,6,236
12,2664,14,Zimbabwe,0,5.1,14,0,3,6,236
12,2666,4,Zimbabwe,0,4.6,14,0,3,6,237
12,2666,5,Zimbabwe,0,4.7,14,0,3,6,237
12,2666,6,Zimbabwe,0,4.8,14,0,3,6,237
12,2666,7,Zimbabwe,0,4.8,14,0,3,6,237
12,2666,8,Zimbabwe,0,4.9,14,0,3,6,237
12,2666,9,Zimbabwe,0,5,14,0,3,6,237
12,2666,10,Zimbabwe,0,5,14,0,3,6,237
12,2666,11,Zimbabwe,0,5.1,14,0,3,6,237
12,2666,12,Zimbabwe,0,5.1,14,0,3,6,237
12,2666,13,Zimbabwe,0,5.1,14,0,3,6,237
12,2666,14,Zimbabwe,0,5.1,14,0,3,6,237
18,121,2,Corsica,9,6.1,14,0,1,7,238
18,121,3,Corsica,6,6.5,14,0,1,7,238
18,121,4,Corsica,7,6.6,14,0,1,7,238
18,121,5,Corsica,3,6.8,14,0,1,7,238
18,121,6,Corsica,5,6.9,14,0,1,7,238
18,121,7,Corsica,3,7,14,0,1,7,238
18,121,8,Corsica,5,7.1,14,0,1,7,238
18,121,9,Corsica,1,7.2,14,0,1,7,238
18,121,10,Corsica,3,7.2,14,0,1,7,238
18,121,11,Corsica,5,7.3,14,0,1,7,238
18,121,12,Corsica,4,7.2,14,0,1,7,238
18,121,13,Corsica,3,7.2,14,0,1,7,238
