"ID","Species","authors_gbifID","year_of_publication","country_of_collection","locallity_of_collection","y","x","coordinate_source","year_of_collection","identification_method"
231,"target_group","2248088184",NA,"Malawi","",-15.05699,35.22272,"gbif","2007","unknown"
232,"target_group","2540718924",NA,"Iraq","",30.451196,47.756379,"gbif","2018","unknown"
233,"target_group","2556151798",NA,"Benin","Okpara (barrages)",9.233333,2.866667,"gbif","2008","unknown"
234,"target_group","2635229345",NA,"Senegal","Loumbel Deba",15.9302,-15.0208,"gbif","2017","unknown"
235,"target_group","2635229350",NA,"Chad","Ennedi Ouest",19.058787,20.520622,"gbif","2019","unknown"
236,"target_group","2635231347",NA,"Madagascar","Bekily",-24.2064,45.66405,"gbif","2008","unknown"
237,"target_group","2635234338",NA,"Senegal","Matam; Niakhar| Township: Barkedji",15.2958,-14.899883,"gbif","2017","unknown"
238,"target_group","2635238344",NA,"Senegal","Matam; Modji Ende| Township: Barkedji",15.27285,-14.847917,"gbif","2017","unknown"
239,"target_group","2635239344",NA,"Niger","Tillaberi. Kokorou",14.19537,0.94164,"gbif","2017","unknown"
240,"target_group","2635249341",NA,"Senegal","Loumbel Kogio. Barkedji. Louga",15.259583,-14.893,"gbif","2018","unknown"
241,"target_group","2635250343",NA,"Senegal","Meur Momar Sarr; Merina Gewel",15.944167,-15.972086,"gbif","2018","unknown"
242,"target_group","2635252349",NA,"Senegal","Loumbel Lode. Barkedji. Louga",15.272517,-14.878267,"gbif","2017","unknown"
243,"target_group","2635252355",NA,"Chad","Ennedi Ouest",18.915273,20.911437,"gbif","2019","unknown"
244,"target_group","2635261339",NA,"Senegal","Matam; Loumbel Lana| Township: Barkedji",15.261667,-14.7181,"gbif","2017","unknown"
245,"target_group","2635266332",NA,"Senegal","Loumbel Mbada. Barkedji. Louga",15.24515,-14.891,"gbif","2017","unknown"
246,"target_group","2635269345",NA,"Uganda","Chema",1.3546,34.38869,"gbif","2012","unknown"
247,"target_group","2635270359",NA,"Malawi","",-15.116979,35.63106,"gbif","2012","unknown"
248,"target_group","2901567133",NA,"Algeria","",36.80586,4.021246,"gbif","2020","unknown"
249,"target_group","3058818078",NA,"Spain","",36.756932,-2.796075,"gbif","2014","unknown"
250,"target_group","Abe et al. ",2018,"Egypt","Giza",30.102,31.243,"Paper","2016","barcoding"
251,"target_group","Abe et al. ",2018,"Zimbabwe","Madziwa",-16.91498,31.42868,"Paper","2016","barcoding"
252,"target_group","Abe et al. ",2018,"Zimbabwe","Madziwa",-16.93642,31.44603,"Paper","2016","barcoding"
253,"target_group","Abe et al. ",2018,"Zimbabwe","Madziwa",-16.8807,31.49083,"Paper","2016","barcoding"
254,"target_group","Abe et al. ",2018,"Zimbabwe","Madziwa",-16.85695,31.49413,"Paper","2016","barcoding"
255,"target_group","Abe et al. ",2018,"Sudan","Barakat",14.33673,33.52736,"Paper","2016","barcoding"
256,"target_group","Abe et al. ",2018,"Sudan","Barakat",14.3178,33.53167,"Paper","2016","barcoding"
257,"target_group","Abe et al. ",2018,"Sudan","Barakat",14.2921,33.55261,"Paper","2016","barcoding"
258,"target_group","Abe et al. ",2018,"Sudan","Barakat",14.25122,33.5907,"Paper","2016","barcoding"
259,"target_group","Akinwale et al. ",2010,"Nigeria","Ilara",7.41632,2.74862,"Google Earth","2007","morphology"
260,"target_group","Akinwale et al. ",2010,"Nigeria","Ibaro",7.15,3.11667,"Google Earth","2007","morphology"
261,"target_group","Akinwale et al. ",2010,"Nigeria","Imala Odo",7.27791,3.12756,"Google Earth","2007","morphology"
262,"target_group","Akinwale et al. ",2010,"Nigeria","Ebute Chief",6.47897,3.37422,"Google Earth","2007","morphology"
263,"target_group","Akinwale et al. ",2010,"Nigeria","Ijebu oru",6.95071,3.9527,"Google Earth","2007","morphology"
264,"target_group","Akinwale et al. ",2010,"Nigeria","Erepoto",6.58034,3.97142,"Google Earth","2007","morphology"
265,"target_group","Akinwale et al. ",2010,"Nigeria","Kajola",6.72364,4.51032,"Google Earth","2007","morphology"
266,"target_group","Akinwale et al. ",2010,"Nigeria","Ilie",7.96833,4.54113,"Google Earth","2007","morphology"
267,"target_group","Akinwale et al. ",2010,"Nigeria","Ife",7.48504,4.54343,"Google Earth","2007","morphology"
268,"target_group","Akinwale et al. ",2010,"Nigeria","Oshogbo",7.80306,4.54441,"Google Earth","2007","morphology"
269,"target_group","Akinwale et al. ",2010,"Nigeria","Fakun",9.85338,4.61314,"Google Earth","2007","morphology"
270,"target_group","Akinwale et al. ",2010,"Nigeria","Awuru",9.75,4.66667,"Google Earth","2007","morphology"
271,"target_group","Akinwale et al. ",2010,"Nigeria","Ogotun Ekiti",7.50647,4.99214,"Google Earth","2007","morphology"
272,"target_group","Akinwale et al. ",2010,"Nigeria","Owena",7.19555,5.01925,"Google Earth","2007","morphology"
273,"target_group","Akinwale et al. ",2010,"Nigeria","Ibara Odo",7.50273,5.06419,"Google Earth","2007","morphology"
274,"target_group","Akinwale et al. ",2010,"Nigeria","Ipogun",7.31495,5.07685,"Google Earth","2007","morphology"
275,"target_group","Akinwale et al. ",2010,"Nigeria","Ibuji",7.38502,5.09864,"Google Earth","2007","morphology"
276,"target_group","Akinwale et al. ",2010,"Nigeria","Musawa",12.12557,7.66557,"Google Earth","2007","morphology"
277,"target_group","Akinwale et al. ",2010,"Nigeria","Abule Tuntun",7.33333,3.066667,"Google Earth","2007","morphology"
278,"target_group","Akinwale et al. ",2010,"Nigeria","Apojula",7.35,3.15,"Google Earth","2007","morphology"
279,"target_group","Akinwale et al. ",2010,"Nigeria","Agulu",6.5,7.583333,"Google Earth","2007","morphology"
280,"target_group","Amarir et al. ",2014,"Morocco","Targa N'Touchka",29.88602,-9.20014,"Google Earth","2008","morphology"
281,"target_group","Amarir et al. ",2014,"Morocco","Rahala",29.42414,-8.26067,"Google Earth","2008","morphology"
282,"target_group","Amarir et al. ",2014,"Morocco","Agoujgal",29.75964,-7.97941,"Google Earth","2008","morphology"
283,"target_group","Amarir et al. ",2014,"Morocco","Errachidia",31.93347,-4.41429,"Google Earth","2008","morphology"
284,"target_group","Anto et al.",2005,"Ghana","Ayikai Doblo",5.66962,-0.35778,"Google Earth","?","morphology"
285,"target_group","Anyan et al. ",2019,"Ghana","Eijwa reservoir",5.57532,-0.37415,"Google Earth","2012","morphology"
286,"target_group","Basyoni et al. ",2013,"Egypt","Abu-Rawash",30.03659,31.11951,"Google Earth","?","morphology"
287,"target_group","Boelee and Laamrani",2004,"Morocco","Akka oasis",29.43032,-8.26176,"Google Earth","?","morphology"
288,"target_group","Boissier et al.",2016,"France","Cavu river",41.724128,9.298636,"Paper","2014","morphology"
289,"target_group","Boissier et al.",2016,"France","Cavu river",41.708275,9.316922,"Paper","2014","morphology"
290,"target_group","Boissier et al.",2016,"France","Cavu river",41.701767,9.352858,"Paper","2014","morphology"
291,"target_group","Boissier et al.",2016,"France","Cavu river",41.698261,9.371356,"Paper","2014","morphology"
292,"target_group","Boissier et al.",2016,"France","Cavu river",41.701186,9.391808,"Paper","2014","morphology"
293,"target_group","Chlyeh et al.",2006,"Morocco","Oulad Sid'chekh irrigation scheme",31.62207,-8.16576,"Google Earth","2000","morphology"
294,"target_group","Danish Bilharzia Lab",1963,"Mauritania","SOUFA-MANK.MBOUT.NY-ART-?",16.064,-12.595,"Google Earth","1963","morphology"
295,"target_group","Danish Bilharzia Lab",1974,"Portugal","SILVES",37.189,-8.439,"Google Earth","1974","morphology"
296,"target_group","Danish Bilharzia Lab",1967,"Portugal","ARADE-RIV.SILVES.ALGARVE",37.187,-8.434,"Google Earth","1967","morphology"
297,"target_group","Danish Bilharzia Lab",1963,"Portugal","COIMBRA",40.201,-8.425,"Google Earth","1963","morphology"
298,"target_group","Danish Bilharzia Lab",1972,"Morocco","FKIH-BEN-SALAH",32.502,-6.687,"Google Earth","1972","morphology"
299,"target_group","Danish Bilharzia Lab",1971,"Morocco","TAZZARINE.ZAGORA",30.305,-5.835,"Google Earth","1971","morphology"
300,"target_group","Danish Bilharzia Lab",1967,"Morocco","GOULMINA.KSAR-ES-SOUK",31.692,-4.953,"Google Earth","1967","morphology"
301,"target_group","Danish Bilharzia Lab",1973,"Upper Volta","BAMA.BOBO-DIOULASSO",12.036,-4.399,"Google Earth","1973","morphology"
302,"target_group","Danish Bilharzia Lab",1973,"Upper Volta","SANTIDOUGOU.BOBO-DIOULASSO",11.287,-4.217,"Google Earth","1973","morphology"
303,"target_group","Danish Bilharzia Lab",1973,"Mali","TENENKOA.MOPTI",14.49,-4.199,"Google Earth","1973","morphology"
304,"target_group","Danish Bilharzia Lab",1973,"Mali","DOBOLO-DAM.BANDIAGARA",14.346,-3.608,"Google Earth","1973","morphology"
305,"target_group","Danish Bilharzia Lab",1960,"Ghana","KARNI-VILLAGE.LAWRA",10.672,-2.641,"Google Earth","1960","morphology"
306,"target_group","Danish Bilharzia Lab",1974,"Niger","BENDIO.GOTEY-AREA",13.888,1.089,"Google Earth","1974","morphology"
307,"target_group","Danish Bilharzia Lab",1975,"Niger","NIGER-RIV-AT-TILLABERY",14.206,1.44,"Google Earth","1975","morphology"
308,"target_group","Danish Bilharzia Lab",1974,"Togo","ANECHO",6.233,1.567,"Google Earth","1974","morphology"
309,"target_group","Danish Bilharzia Lab",1975,"Niger","NIGER-RIV.GOTHEY",13.858,1.571,"Google Earth","1975","morphology"
310,"target_group","Danish Bilharzia Lab",1975,"Niger","BOUBON.NIGER-RIV",13.574,2.002,"Google Earth","1975","morphology"
311,"target_group","Danish Bilharzia Lab",1975,"Niger","NIGER-RIV.NIAMEY",13.505,2.107,"Google Earth","1975","morphology"
312,"target_group","Danish Bilharzia Lab",1978,"Algeria","EL-HARRACH",36.719,3.136,"Google Earth","1978","morphology"
313,"target_group","Danish Bilharzia Lab",1977,"Niger","DOUTCHI",13.644,4.022,"Google Earth","1977","morphology"
314,"target_group","Danish Bilharzia Lab",1965,"Corsica","LE-BARRACI.PREPIANO",41.692,8.934,"Google Earth","1965","morphology"
315,"target_group","Danish Bilharzia Lab",1965,"Corsica","LE-STABIACCHO.PORTO-VECCHIO",41.575,9.276,"Google Earth","1965","morphology"
316,"target_group","Danish Bilharzia Lab",1955,"Sardinia","RIO-LISCIA",41.179,9.313,"Google Earth","1955","morphology"
317,"target_group","Danish Bilharzia Lab",1955,"Cameroun","BAROMBI-LKE.KOTTO.KUMBA",4.656,9.412,"Google Earth","1955","morphology"
318,"target_group","Danish Bilharzia Lab",1965,"Corsica","AERODROME.BASTIA",42.558,9.497,"Google Earth","1965","morphology"
319,"target_group","Danish Bilharzia Lab",1977,"Cameroun","BAMENDJING-DAM.BAMBALANG",5.7,10.501,"Google Earth","1977","morphology"
320,"target_group","Danish Bilharzia Lab",1974,"Gabon","MOUKORAS.NDENDE-AREA",-2.399,11.363,"Google Earth","1974","morphology"
321,"target_group","Danish Bilharzia Lab",1972,"Zaire","TOTAMA-RIV.TSHELA-AREA",-4.994,12.947,"Google Earth","1972","morphology"
322,"target_group","Danish Bilharzia Lab",1973,"Nigeria","KIRINOWA.CHAD-LKE",12.431,13.935,"Google Earth","1973","morphology"
323,"target_group","Danish Bilharzia Lab",1972,"Zaire","NGANDU-RIV.BANZA-BULU",-4.915,13.974,"Google Earth","1972","morphology"
324,"target_group","Danish Bilharzia Lab",1974,"Zaire","LUKALA.LUKUNGA-STR",-5.517,14.508,"Google Earth","1974","morphology"
325,"target_group","Danish Bilharzia Lab",1963,"Tchad","FIANGA.FORT-LAMY",12.12,15.025,"Google Earth","1963","morphology"
326,"target_group","Danish Bilharzia Lab",1972,"Zaire","MWELA.KOLO-REGION",-6.148,17.608,"Google Earth","1972","morphology"
327,"target_group","Danish Bilharzia Lab",1964,"Central A. Rep.","FORT-CRAMPEL",6.99,19.187,"Google Earth","1964","morphology"
328,"target_group","Danish Bilharzia Lab",1963,"Central A. Rep.","BRIA",6.542,21.986,"Google Earth","1963","morphology"
329,"target_group","Danish Bilharzia Lab",1962,"Central A. Rep.","BIRAO",10.305,22.786,"Google Earth","1962","morphology"
330,"target_group","Danish Bilharzia Lab",1966,"Sudan","ZALINGEI.DARFUR",12.922,23.492,"Google Earth","1966","morphology"
331,"target_group","Danish Bilharzia Lab",1964,"Zaire","NAVIUNDU-RIV.ELISABETHVILLE",-11.734,27.568,"Google Earth","1964","morphology"
332,"target_group","Danish Bilharzia Lab",1966,"South Africa","NELSPRUIT.TRANSVAAL",-25.471,30.979,"Google Earth","1966","morphology"
333,"target_group","Danish Bilharzia Lab",1955,"Egypt","EL-BAHADIYA.SHALAQAN.QUALIUBIYA",30.191,31.161,"Google Earth","1955","morphology"
334,"target_group","Danish Bilharzia Lab",1966,"Egypt","DAMALLU.BENHA.QALIUBIYA",30.5,31.196,"Google Earth","1966","morphology"
335,"target_group","Danish Bilharzia Lab",1967,"Egypt","ISKANDER-DRA.QALIUB",30.179,31.206,"Google Earth","1967","morphology"
336,"target_group","Danish Bilharzia Lab",1967,"Egypt","EL-ALWAZ.SHABIN.QALIUBIYA",30.309,31.319,"Google Earth","1967","morphology"
337,"target_group","Danish Bilharzia Lab",1965,"Egypt","SHAL-SHALAMONE.MINYA-EL-QAMH",30.516,31.346,"Google Earth","1965","morphology"
338,"target_group","Danish Bilharzia Lab",1977,"Egypt","ELEPHANTINE-ISL.ASWAN",24.091,32.888,"Google Earth","1977","morphology"
339,"target_group","Danish Bilharzia Lab",1955,"Sudan","WAD-MEDANI",14.415,33.541,"Google Earth","1955","morphology"
340,"target_group","Danish Bilharzia Lab",1969,"Sudan","EL-BAUGA.NORTHERN-PROV",18.262,33.923,"Google Earth","1969","morphology"
341,"target_group","Danish Bilharzia Lab",1958,"Ethiopia","TANA-LKE.ZEGHIE",11.683,37.317,"Google Earth","1958","morphology"
342,"target_group","Danish Bilharzia Lab",1973,"Ethiopia","AWASA-LKE",7.047,38.456,"Google Earth","1973","morphology"
343,"target_group","Danish Bilharzia Lab",1962,"Ethiopia","AWASA-LKE",7.061,38.47,"Google Earth","1962","morphology"
344,"target_group","Danish Bilharzia Lab",1966,"Saudi arabia","TAIMA.HIJAZ",27.622,38.539,"Google Earth","1966","morphology"
345,"target_group","Danish Bilharzia Lab",1973,"Ethiopia","ZWAI-LKE",7.988,38.744,"Google Earth","1973","morphology"
346,"target_group","Danish Bilharzia Lab",1954,"Ethiopia","CORBARIA",15.065,38.967,"Google Earth","1954","morphology"
347,"target_group","Danish Bilharzia Lab",1964,"Ethiopia","BISHOFTU",8.765,38.971,"Google Earth","1964","morphology"
348,"target_group","Danish Bilharzia Lab",1962,"Ethiopia","BISHOFTU",8.746,38.984,"Google Earth","1962","morphology"
349,"target_group","Danish Bilharzia Lab",1952,"Ethiopia","BISHOFTU.SHOA-PROV",8.745,38.986,"Google Earth","1952","morphology"
350,"target_group","Danish Bilharzia Lab",1973,"Yemen","GHADRAN.SANA'A",15.484,44.337,"Google Earth","1973","morphology"
351,"target_group","Danish Bilharzia Lab",1957,"Iran","SHONGOR.DEZFUL.KHUZESTAN",32.153,48.517,"Google Earth","1957","morphology"
352,"target_group","Danish Bilharzia Lab",1957,"Iran","NAHRE-MALEK-RIV.AHWAZ.KHUZESTAN",31.328,48.675,"Google Earth","1957","morphology"
353,"target_group","Danish Bilharzia Lab",1975,"Kenya","YAO-KONYAKA.RABAR.KANO-PLAIN",-0.11666,34.86667,"Google Earth","1975","morphology"
354,"target_group","Danish Bilharzia Lab",1969,"Kenya","KANO-PLAINS",-0.11666,34.86667,"Google Earth","1969","morphology"
355,"target_group","Danish Bilharzia Lab",1972,"Kenya","AHERO.KISUMU",-0.18333,34.91667,"Google Earth","1972","morphology"
356,"target_group","Danish Bilharzia Lab",1976,"Algeria","ERG-ADNAR.DJANET",24.5525017,9.4822216,"Google Earth","1976","morphology"
357,"target_group","Danish Bilharzia Lab",1977,"Cameroun","YAGOUA",10.3427782,15.2393794,"Google Earth","1977","morphology"
358,"target_group","Danish Bilharzia Lab",1975,"Upper Volta","BARRAYE-2.TENKODOGO",11.793,-0.363,"Google Earth","1975","morphology"
359,"target_group","Danish Bilharzia Lab",1975,"Upper Volta","BARRAGE-1-TENKODOGO",11.773,-0.377,"Google Earth","1975","morphology"
360,"target_group","Danish Bilharzia Lab",1960,"Ghana","DATORO-STR.DZOLOKPUITA-VILLAGE",6.787,0.441,"Google Earth","1960","morphology"
361,"target_group","Danish Bilharzia Lab",1961,"Ghana","LAGOON-KE.SISAKOPE-VIL",5.952,0.466,"Google Earth","1961","morphology"
362,"target_group","Danish Bilharzia Lab",1960,"Ghana","DZIGBE-STR.KPEDZE-VIL",6.842,0.496,"Google Earth","1960","morphology"
363,"target_group","Danish Bilharzia Lab",1960,"Ghana","MAFI-DUGAME",6.05,0.5,"Google Earth","1960","morphology"
364,"target_group","Danish Bilharzia Lab",1961,"Ghana","ABATU-PND.TAMATUKU.ADA",5.912,0.533,"Google Earth","1961","morphology"
365,"target_group","Danish Bilharzia Lab",1961,"Ghana","AGAVE-EAST",5.895,0.638,"Google Earth","1961","morphology"
366,"target_group","Danish Bilharzia Lab",1959,"Ghana","VEYA-VILL",10.867,-0.85,"Google Earth","1959","morphology"
367,"target_group","Danish Bilharzia Lab",1954,"Mali","AYROU.FIRGOUN.NIGER-RIV",14.807,0.877,"Google Earth","1954","morphology"
368,"target_group","Danish Bilharzia Lab",1975,"Niger","NIGER-RIV-AT-AYOROU",14.734,0.914,"Google Earth","1975","morphology"
369,"target_group","Danish Bilharzia Lab",1964,"South Africa","PIETERSBURG",-23.89,29.43,"Google Earth","1964","morphology"
370,"target_group","Danish Bilharzia Lab",1964,"South Africa","MTUBATUBA.NATAL",-28.44,32.17,"Google Earth","1964","morphology"
371,"target_group","Danish Bilharzia Lab",1970,"Iran","IZEH",31.85,49.87,"Google Earth","1970","morphology"
372,"target_group","Elnour et al. ",2009,"Sudan","Khartoum North",15.67317,32.52689,"Google Earth","?","morphology"
373,"target_group","Eze et al. ",2020,"Nigeria","Eha-amufu",6.649841,7.766567,"Google Earth","?","morphology"
374,"target_group","Fieldwork Ruben",2017,"Zimbabwe","DDF",-16.53152,28.75891,"GPS","2017","barcoding"
375,"target_group","Fieldwork Ruben",2017,"Zimbabwe","Marineland",-16.5303,28.80208,"GPS","2017","barcoding"
376,"target_group","Fieldwork Ruben",2017,"Zimbabwe","Lake croc",-16.54363,28.87697,"GPS","2017","barcoding"
377,"target_group","Fieldwork Ruben",2017,"Zimbabwe","Nzou Lodge",-16.56119,28.94143,"GPS","2017","barcoding"
378,"target_group","Fieldwork Ruben",2017,"Zimbabwe","Charara",-16.5541,28.95083,"GPS","2017","barcoding"
379,"target_group","Fieldwork Ruben",2021,"Zimbabwe","lake malilangwe",-21.05712,31.87665,"GPS","2021","barcoding"
380,"target_group","Fieldwork Ruben",2018,"Zimbabwe","Henderson's",-17.575167,30.974028,"GPS","2018","barcoding"
381,"target_group","Fieldwork Ruben",2018,"Zimbabwe","Mazowe",-17.561417,30.991944,"GPS","2018","barcoding"
382,"target_group","Fieldwork Ruben",2018,"Zimbabwe","Mazowe",-17.550022,31.000444,"GPS","2018","barcoding"
383,"target_group","Fieldwork Ruben",2018,"Zimbabwe","Mwenje",-17.246639,31.018806,"GPS","2018","barcoding"
384,"target_group","Fieldwork Ruben",2018,"Zimbabwe","Mwenje",-17.248444,31.023472,"GPS","2018","barcoding"
385,"target_group","Fieldwork Ruben",2021,"Zimbabwe","Samba range dam",-20.831443,31.331674,"GPS","2021","barcoding"
386,"target_group","Fieldwork Ruben",2021,"Zimbabwe","lake malilangwe",-21.048445,31.874889,"GPS","2021","barcoding"
387,"target_group","Goren et al. ",2014,"Israël","Ga'ash Reserve",32.229039,34.831114,"Paper","2013","morphology"
388,"target_group","Hamed et al. ",2014,"Tunisia","Ghar Ettin Lake",36.994762,9.250807,"Paper","2007","morphology"
389,"target_group","Hasheesh and Mohamed",2011,"Egypt","Monshaat Rahmi",29.27284,30.78229,"Google Earth","?","morphology"
390,"target_group","Joof et al. ",2021,"Gambia","Madina N'Fally",13.543967,-14.959617,"Paper","2017","barcoding"
391,"target_group","Joof et al. ",2021,"Gambia","Kisskiss",13.30309,-14.1601,"Paper","2017","barcoding"
392,"target_group","Joof et al. ",2021,"Gambia","Missira Ba Mariama",13.33295,-13.94445,"Paper","2017","barcoding"
393,"target_group","Joof et al. ",2021,"Gambia","Pacharr",13.517733,-14.8543,"Paper","2017","barcoding"
394,"target_group","Khademvatan et al. ",2016,"Iran","Shush",32.19279,48.24439,"Google Earth","2011","morphology"
395,"target_group","Khademvatan et al. ",2016,"Iran","Andimeshk",32.45344,48.33711,"Google Earth","2013","morphology"
396,"target_group","Khademvatan et al. ",2016,"Iran","Dezful",32.38445,48.39426,"Google Earth","2013","morphology"
397,"target_group","Khademvatan et al. ",2016,"Iran","Ahvaz",31.32691,48.67202,"Google Earth","2000","morphology"
398,"target_group","Khademvatan et al. ",2016,"Iran","Shushtar",32.05347,48.84596,"Google Earth","2011","morphology"
399,"target_group","Laamrani et al.",2009,"Morocco","Dzouz",31.89278,-7.31638,"Google Earth","?","morphology"
400,"target_group","Laamrani et al.",2005,"Morocco","Tessaout Amont",31.78779,-7.2681,"Google Earth","1995","morphology"
401,"target_group","Laamrani et al.",2009,"Morocco","Bouya Omar",31.78627,-7.26216,"Google Earth","?","morphology"
402,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.12118,14.99794,"Google Earth","2013","barcoding"
403,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.08937,15.04883,"Google Earth","2013","barcoding"
404,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.15583,15.05261,"Google Earth","2013","barcoding"
405,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.08867,15.08151,"Google Earth","2013","barcoding"
406,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.06576,15.08535,"Google Earth","2013","barcoding"
407,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.14558,15.08788,"Google Earth","2013","barcoding"
408,"target_group","Moser et al. ",2014,"Chad","N'Djamena",12.08435,15.11713,"Google Earth","2013","barcoding"
409,"target_group","Mostafa et al. ",2009,"Saudi Arabia","Abha",18.21781,42.50537,"Google Earth","?","morphology"
410,"target_group","Mostafa et al. ",2012,"Saudi Arabia","Bisha",20.04211,42.60375,"Google Earth","?","genetically"
411,"target_group","Mulero et al. ",2019,"Spain","Almeria",36.74857,-2.798361,"Paper","2015","morphology"
412,"target_group","Mulero et al. ",2019,"Cameroon","Barombi Koto Lake",4.466916,9.257567,"Paper","2015","morphology"
413,"target_group","Mulero et al. ",2021,"France","Cavu river",41.7386,9.294252,"Google Earth","2018","eDNAmorphology"
414,"target_group","Mulero et al. ",2021,"France","Solenzara river",41.86083,9.369415,"Google Earth","2018","eDNAmorphology"
415,"target_group","Mulero et al. ",2021,"France","Tarcu river",41.751089,9.398195,"Google Earth","2018","eDNAmorphology"
416,"target_group","Mutsaka-Makuvaza et al. ",2020,"Zimbabwe","Kamoyo",-16.895583,31.40675,"Paper","?","barcoding"
417,"target_group","Mutsaka-Makuvaza et al. ",2020,"Zimbabwe","Nyamaruru river",-16.9242,31.429467,"paper","?","barcoding"
418,"target_group","Mutsaka-Makuvaza et al. ",2020,"Zimbabwe","Mupfure river",-16.94425,31.4699,"Paper","?","barcoding"
419,"target_group","Mutsaka-Makuvaza et al. ",2020,"Zimbabwe","Mupfure river",-16.94995,31.477033,"Paper","?","barcoding"
420,"target_group","Mutsaka-Makuvaza et al. ",2020,"Zimbabwe","Mupfure river",-16.8604,31.490367,"Paper","?","barcoding"
421,"target_group","Mutsaka-Makuvaza et al. ",2020,"Zimbabwe","Mupfure river",-16.855733,31.495767,"Paper","?","barcoding"
422,"target_group","Nalugwa et al. ",2011,"DR Congo","Ikondere",-2.15278,28.8782,"Google Earth","?","microsats"
423,"target_group","Nalugwa et al. ",2011,"Tanzania","Katosho",-4.85216,29.65709,"Paper","?","microsats"
424,"target_group","Nalugwa et al. ",2011,"Uganda","Tonya",1.58677,31.08448,"Paper","?","microsats"
425,"target_group","Nalugwa et al. ",2010,"Uganda","Walukuba",1.84253,31.37842,"Google Earth","2007","barcoding"
426,"target_group","Nalugwa et al. ",2011,"Uganda","Bugoigo",1.90672,31.40769,"Paper","?","microsats"
427,"target_group","own collection",NA,"Senegal","Diama",16.210874,-16.403301,"GPS","2021","morphology"
428,"target_group","own collection",NA,"Senegal","Mboubiene",16.094453,-16.399712,"GPS","2021","morphology"
429,"target_group","own collection",NA,"Senegal","Lampsar",16.109207,-16.349687,"GPS","2021","morphology"
430,"target_group","own collection",NA,"Senegal","Mbane",16.242188,-15.801522,"GPS","2021","morphology"
431,"target_group","own collection",NA,"Senegal","Temeye Salane ",16.338925,-15.767275,"GPS","2021","morphology"
432,"target_group","own collection",NA,"Senegal","Ndombo",16.446248,-15.696076,"GPS","2021","morphology"
433,"target_group","own collection",NA,"Senegal","Podor",16.653148,-14.955749,"GPS","2021","morphology"
434,"target_group","own collection",NA,"Senegal","Podor-Kodit",16.598947,-14.935873,"GPS","2021","morphology"
435,"target_group","own collection",NA,"Senegal","Podor-Guyia",16.598236,-14.922772,"GPS","2021","morphology"
436,"target_group","own collection",NA,"Senegal","Podor-Diatar",16.633752,-14.910126,"GPS","2021","morphology"
437,"target_group","own collection",NA,"Senegal","Guédé Chantier",16.545725,-14.754717,"GPS","2021","morphology"
438,"target_group","own collection",NA,"Zimbabwe","Triangle",-20.831443,31.331674,"GPS","2021","morphology"
439,"target_group","Pennance et al.",2020,"Niger","Namaro",13.70971,1.69698,"Paper","2013","barcoding"
440,"target_group","Pennance et al.",2020,"Niger","Koutoukale Zeno",13.6862,1.74518,"Paper","2013","barcoding"
441,"target_group","Pennance et al.",2020,"Niger","Dokimana",13.03523,2.3432,"Paper","2011","barcoding"
442,"target_group","Rabone et al. ",2019,"Niger","Diambala",14.31047,1.29181,"Paper","2011-2016","morphology"
443,"target_group","Rabone et al. ",2019,"Niger","Lata",13.74199,1.68258,"Paper","2011-2016","morphology"
444,"target_group","Rabone et al. ",2019,"Niger","Zama Koira Tegui",13.70023,1.71885,"Paper","2011-2016","morphology"
445,"target_group","Rabone et al. ",2019,"Niger","Zama Koira Tegui",13.70183,1.71938,"Paper","2011-2016","morphology"
446,"target_group","Rabone et al. ",2019,"Niger","Karma",13.66605,1.80992,"Paper","2011-2016","morphology"
447,"target_group","Rabone et al. ",2019,"Niger","Karma",13.66367,1.82437,"Paper","2011-2016","morphology"
448,"target_group","Rabone et al. ",2019,"Niger","Karma",13.66395,1.82468,"Paper","2011-2016","morphology"
449,"target_group","Rabone et al. ",2019,"Niger","Karma",13.66344,1.82505,"Paper","2011-2016","morphology"
450,"target_group","Rabone et al. ",2019,"Niger","Yoreize Koira",13.61857,1.87245,"Paper","2011-2016","morphology"
451,"target_group","Rabone et al. ",2019,"Niger","Yoreize Koira",13.61844,1.87246,"Paper","2011-2016","morphology"
452,"target_group","Rabone et al. ",2019,"Niger","Yoreize Koira",13.61853,1.87262,"Paper","2011-2016","morphology"
453,"target_group","Rabone et al. ",2019,"Niger","Bangou Koirey",13.60993,1.90371,"Paper","2011-2016","morphology"
454,"target_group","Rabone et al. ",2019,"Niger","Libore ",13.40342,2.18843,"Paper","2011-2016","morphology"
455,"target_group","Rabone et al. ",2019,"Niger","Dokimana",13.03144,2.34215,"Paper","2011-2016","morphology"
456,"target_group","Rabone et al. ",2019,"Niger","Gantchi Bassarou",13.17232,2.34953,"Paper","2011-2016","morphology"
457,"target_group","Rabone et al. ",2019,"Niger","Gantchi Bassarou",13.17606,2.35497,"Paper","2011-2016","morphology"
458,"target_group","Rabone et al. ",2019,"Niger","Tokeye",13.1925,2.36142,"Paper","2011-2016","morphology"
