"source","population","temperature","country","weeks_survived","survived","exp_length","sample_size","experiment_index","population_index"
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Zimbabwe",0,0,15,,2,2
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",,1,0,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",,1,0,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",,1,0,,3,3
,,4,"Corsica",,1,0,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",,1,0,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,4,"Corsica",0,0,15,,3,3
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",0,0,15,,4,1
,,8,"Senegal",0,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",8,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",8,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,6,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,7,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",5,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",0,0,15,,4,1
,,8,"Senegal",1,0,15,,4,1
,,8,"Senegal",,1,11,,4,1
,,8,"Senegal",10,0,15,,4,1
,,8,"Senegal",3,0,15,,4,1
,,8,"Senegal",11,0,15,,4,1
,,8,"Senegal",,1,5,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,11,,4,1
,,8,"Senegal",,1,5,,4,1
,,8,"Senegal",,1,12,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",11,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,12,,4,1
,,8,"Senegal",,1,0,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,0,,4,1
,,8,"Senegal",,1,6,,4,1
,,8,"Senegal",6,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,8,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",4,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",1,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",9,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,3,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",1,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,1,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,7,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",9,0,15,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,5,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,3,,4,1
,,8,"Senegal",,1,1,,4,1
,,8,"Senegal",,1,3,,4,1
,,8,"Senegal",3,0,15,,4,1
,,8,"Senegal",,1,4,,4,1
,,8,"Senegal",,1,13,,4,1
,,8,"Senegal",,1,11,,4,1
,,8,"Senegal",6,0,15,,4,1
,,8,"Senegal",7,0,15,,4,1
,,8,"Zimbabwe",,1,10,,5,2
,,8,"Zimbabwe",5,0,15,,5,2
,,8,"Zimbabwe",3,0,15,,5,2
,,8,"Zimbabwe",,1,9,,5,2
,,8,"Zimbabwe",11,0,15,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",12,0,15,,5,2
,,8,"Zimbabwe",,1,8,,5,2
,,8,"Zimbabwe",6,0,15,,5,2
,,8,"Zimbabwe",3,0,15,,5,2
,,8,"Zimbabwe",8,0,15,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,7,,5,2
,,8,"Zimbabwe",4,0,15,,5,2
,,8,"Zimbabwe",7,0,15,,5,2
,,8,"Zimbabwe",7,0,15,,5,2
,,8,"Zimbabwe",11,0,15,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,5,,5,2
,,8,"Zimbabwe",4,0,15,,5,2
,,8,"Zimbabwe",,1,2,,5,2
,,8,"Zimbabwe",5,0,15,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,4,,5,2
,,8,"Zimbabwe",,1,5,,5,2
,,8,"Zimbabwe",5,0,15,,5,2
,,8,"Zimbabwe",4,0,15,,5,2
,,8,"Zimbabwe",2,0,15,,5,2
,,8,"Zimbabwe",7,0,15,,5,2
,,8,"Zimbabwe",,1,12,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",6,0,15,,5,2
,,8,"Zimbabwe",,1,6,,5,2
,,8,"Zimbabwe",,1,1,,5,2
,,8,"Zimbabwe",5,0,15,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,10,,5,2
,,8,"Zimbabwe",5,0,15,,5,2
,,8,"Zimbabwe",0,0,15,,5,2
,,8,"Zimbabwe",3,0,15,,5,2
,,8,"Zimbabwe",,1,3,,5,2
,,8,"Zimbabwe",0,0,15,,5,2
,,8,"Zimbabwe",5,0,15,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",4,0,15,,5,2
,,8,"Zimbabwe",6,0,15,,5,2
,,8,"Zimbabwe",6,0,15,,5,2
,,8,"Zimbabwe",,1,10,,5,2
,,8,"Zimbabwe",2,0,15,,5,2
,,8,"Zimbabwe",,1,9,,5,2
,,8,"Zimbabwe",9,0,15,,5,2
,,8,"Zimbabwe",7,0,15,,5,2
,,8,"Zimbabwe",,1,9,,5,2
,,8,"Zimbabwe",8,0,15,,5,2
,,8,"Zimbabwe",,1,8,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",7,0,15,,5,2
,,8,"Zimbabwe",8,0,15,,5,2
,,8,"Zimbabwe",7,0,15,,5,2
,,8,"Zimbabwe",,1,8,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Zimbabwe",,1,13,,5,2
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",0,0,15,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",10,0,15,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,2,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",8,0,15,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,3,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",4,0,15,,6,3
,,8,"Corsica",6,0,15,,6,3
,,8,"Corsica",,1,8,,6,3
,,8,"Corsica",8,0,15,,6,3
,,8,"Corsica",1,0,15,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,10,,6,3
,,8,"Corsica",,1,2,,6,3
,,8,"Corsica",10,0,15,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,2,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,7,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,8,"Corsica",,1,13,,6,3
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",12,0,15,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,10,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,7,,7,1
,,12,"Senegal",11,0,15,,7,1
,,12,"Senegal",10,0,15,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,4,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,6,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,1,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,7,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,10,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,12,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,0,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",6,0,15,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",2,0,15,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,3,,7,1
,,12,"Senegal",7,0,15,,7,1
,,12,"Senegal",,1,6,,7,1
,,12,"Senegal",,1,8,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,5,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",12,0,15,,7,1
,,12,"Senegal",0,0,15,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",6,0,15,,7,1
,,12,"Senegal",,1,3,,7,1
,,12,"Senegal",,1,6,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,2,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",3,0,15,,7,1
,,12,"Senegal",,1,10,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,6,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,5,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Senegal",,1,13,,7,1
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",0,0,15,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",4,0,15,,8,2
,,12,"Zimbabwe",11,0,15,,8,2
,,12,"Zimbabwe",,1,11,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",12,0,15,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",0,0,15,,8,2
,,12,"Zimbabwe",,1,5,,8,2
,,12,"Zimbabwe",5,0,15,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,7,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,6,,8,2
,,12,"Zimbabwe",,1,5,,8,2
,,12,"Zimbabwe",,1,4,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",3,0,15,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,12,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",7,0,15,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,11,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,11,,8,2
,,12,"Zimbabwe",,1,12,,8,2
,,12,"Zimbabwe",0,0,15,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Zimbabwe",,1,13,,8,2
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,10,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",0,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",11,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",5,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,6,,9,3
,,12,"Corsica",,1,-1,,9,3
,,12,"Corsica",6,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",13,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,3,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,10,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",5,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,-1,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,3,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,9,,9,3
,,12,"Corsica",,1,8,,9,3
,,12,"Corsica",2,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",1,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",0,0,15,,9,3
,,12,"Corsica",7,0,15,,9,3
,,12,"Corsica",,1,7,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",0,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,11,,9,3
,,12,"Corsica",,1,10,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",13,0,15,,9,3
,,12,"Corsica",,1,13,,9,3
,,12,"Corsica",4,0,15,,9,3
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,10,,10,1
,,18,"Senegal",,1,10,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,11,,10,1
,,18,"Senegal",,1,5,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",4,0,15,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,2,,10,1
,,18,"Senegal",,1,12,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,0,,10,1
,,18,"Senegal",,1,-1,,10,1
,,18,"Senegal",0,0,15,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,13,,10,1
,,18,"Senegal",,1,-1,,10,1
